MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,Year,Month,Day
6.3,14.5,5.4,SW,39.0,SSE,W,11.0,19.0,98.0,52.0,1017.6,1015.2,6.8,21.1,Yes,Yes,-35.55,148.75,2010,3,31
12.0,14.9,5.4,SW,39.0,SSE,W,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,Yes,Yes,-35.55,148.75,2010,4,1
12.0,14.8,5.4,SW,39.0,SSE,W,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,Yes,Yes,-35.55,148.75,2010,4,2
12.0,11.1,5.4,ENE,28.0,SSE,W,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,Yes,Yes,-35.55,148.75,2010,4,3
2.9,10.9,3.0,ESE,28.0,ESE,ENE,11.0,11.0,98.0,78.0,1017.6,1015.2,3.9,9.4,Yes,No,-35.55,148.75,2010,4,4
3.6,12.4,0.0,ESE,39.0,SSE,ENE,7.0,19.0,73.0,52.0,1017.6,1015.2,9.5,21.1,No,No,-35.55,148.75,2010,4,5
12.0,22.6,0.0,ESE,39.0,SSE,ENE,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,4,6
12.0,11.0,0.0,W,46.0,SSE,WNW,13.0,24.0,70.0,99.0,1017.6,1015.2,16.7,10.7,No,Yes,-35.55,148.75,2010,4,7
6.2,11.0,10.0,W,39.0,WSW,WSW,24.0,19.0,99.0,83.0,1017.6,1015.2,6.9,10.6,Yes,Yes,-35.55,148.75,2010,4,8
12.0,13.3,10.0,W,39.0,WSW,W,13.0,7.0,70.0,75.0,1017.6,1015.2,16.7,12.2,Yes,Yes,-35.55,148.75,2010,4,9
12.0,10.4,10.0,NW,48.0,WSW,W,13.0,22.0,70.0,98.0,1017.6,1015.2,16.7,9.2,Yes,Yes,-35.55,148.75,2010,4,10
5.0,6.9,8.6,WSW,80.0,W,WNW,35.0,35.0,98.0,98.0,1017.6,1015.2,6.0,5.4,Yes,No,-35.55,148.75,2010,4,11
-2.6,11.3,0.6,WSW,63.0,SW,SW,28.0,33.0,92.0,84.0,1017.6,1015.2,0.1,4.5,No,No,-35.55,148.75,2010,4,12
0.1,13.7,0.0,SSW,26.0,ESE,SW,4.0,19.0,24.0,52.0,1017.6,1015.2,11.2,21.1,No,No,-35.55,148.75,2010,4,13
6.1,15.3,0.0,W,26.0,W,SW,15.0,19.0,41.0,52.0,1017.6,1015.2,10.5,21.1,No,No,-35.55,148.75,2010,4,14
6.4,22.6,0.0,W,39.0,SSW,SW,11.0,19.0,28.0,52.0,1017.6,1015.2,10.3,21.1,No,No,-35.55,148.75,2010,4,15
12.0,14.8,0.0,ENE,31.0,SSW,WNW,13.0,7.0,70.0,60.0,1017.6,1015.2,16.7,14.7,No,No,-35.55,148.75,2010,4,16
6.3,22.6,0.0,ENE,39.0,WSW,WNW,15.0,19.0,63.0,52.0,1017.6,1015.2,10.5,21.1,No,No,-35.55,148.75,2010,4,17
12.0,22.6,0.0,ENE,39.0,WSW,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,4,18
12.0,16.5,0.0,E,24.0,WSW,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,4,19
8.4,14.7,0.2,E,39.0,WNW,WNW,7.0,19.0,82.0,52.0,1017.6,1015.2,12.6,21.1,No,No,-35.55,148.75,2010,4,20
12.0,15.7,0.2,E,39.0,WNW,SW,13.0,13.0,70.0,71.0,1017.6,1015.2,16.7,13.1,No,No,-35.55,148.75,2010,4,21
12.0,16.3,0.2,WSW,31.0,WNW,W,13.0,13.0,70.0,70.0,1017.6,1015.2,16.7,13.2,No,No,-35.55,148.75,2010,4,22
8.3,22.6,0.0,WSW,39.0,W,WNW,19.0,20.0,73.0,62.0,1017.6,1015.2,11.5,15.0,No,No,-35.55,148.75,2010,4,23
8.5,22.6,0.0,WSW,39.0,W,WNW,13.0,24.0,70.0,98.0,1017.6,1015.2,16.7,9.1,No,No,-35.55,148.75,2010,4,24
12.0,22.6,0.0,WSW,39.0,W,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,4,25
0.2,22.6,0.0,WSW,39.0,W,WNW,13.0,11.0,70.0,64.0,1017.6,1015.2,16.7,8.5,No,No,-35.55,148.75,2010,4,26
0.4,4.6,0.0,W,50.0,W,W,13.0,13.0,70.0,98.0,1017.6,1015.2,16.7,3.0,No,No,-35.55,148.75,2010,4,27
2.0,8.1,0.0,W,74.0,W,W,39.0,24.0,98.0,73.0,1017.6,1015.2,4.0,7.2,No,No,-35.55,148.75,2010,4,28
0.7,8.6,0.0,W,39.0,SW,WSW,39.0,30.0,98.0,77.0,1017.6,1015.2,3.8,7.3,No,No,-35.55,148.75,2010,4,29
1.9,11.7,0.0,S,31.0,SW,WSW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,4,30
3.7,10.9,0.0,NNW,33.0,NW,WNW,20.0,19.0,98.0,70.0,1017.6,1015.2,5.8,10.2,No,No,-35.55,148.75,2010,5,1
3.3,13.5,0.0,SW,35.0,SW,WSW,24.0,11.0,39.0,40.0,1017.6,1015.2,7.9,13.3,No,No,-35.55,148.75,2010,5,2
2.9,9.7,0.0,NNW,41.0,NE,WSW,20.0,19.0,98.0,52.0,1017.6,1015.2,5.0,21.1,No,No,-35.55,148.75,2010,5,3
5.0,9.5,0.0,WNW,57.0,NNW,NW,19.0,35.0,97.0,98.0,1017.6,1015.2,8.1,8.9,No,Yes,-35.55,148.75,2010,5,4
0.2,1.4,22.4,WNW,65.0,W,WSW,20.0,20.0,98.0,98.0,1017.6,1015.2,0.6,-0.6,Yes,No,-35.55,148.75,2010,5,5
-1.8,4.7,0.6,WSW,57.0,WSW,WSW,30.0,33.0,98.0,98.0,1017.6,1015.2,0.3,2.4,No,No,-35.55,148.75,2010,5,6
-0.9,9.1,0.2,SW,46.0,SSW,SW,26.0,28.0,42.0,60.0,1017.6,1015.2,4.5,5.8,No,No,-35.55,148.75,2010,5,7
3.2,10.8,0.0,S,43.0,SSW,WSW,20.0,19.0,98.0,69.0,1017.6,1015.2,4.4,10.0,No,No,-35.55,148.75,2010,5,8
4.4,12.3,0.0,NE,22.0,NNW,WNW,11.0,11.0,45.0,54.0,1017.6,1015.2,9.3,11.7,No,No,-35.55,148.75,2010,5,9
4.1,11.0,0.0,NW,43.0,NW,WNW,22.0,19.0,87.0,65.0,1017.6,1015.2,6.7,8.8,No,No,-35.55,148.75,2010,5,10
3.0,7.6,0.0,WNW,63.0,WNW,W,30.0,22.0,74.0,63.0,1017.6,1015.2,4.7,4.6,No,No,-35.55,148.75,2010,5,11
-4.8,5.5,0.0,SW,50.0,SSW,SSW,26.0,13.0,86.0,56.0,1017.6,1015.2,-2.5,4.5,No,No,-35.55,148.75,2010,5,12
-3.3,8.6,0.0,S,65.0,S,SSW,39.0,0.0,85.0,70.0,1017.6,1015.2,2.3,6.6,No,No,-35.55,148.75,2010,5,13
0.0,9.6,0.0,SSW,57.0,SSW,SSW,30.0,19.0,71.0,52.0,1017.6,1015.2,3.4,21.1,No,No,-35.55,148.75,2010,5,14
1.2,10.4,0.0,SSW,30.0,SSW,NW,15.0,11.0,33.0,57.0,1017.6,1015.2,5.7,9.9,No,No,-35.55,148.75,2010,5,15
1.4,10.0,0.0,NNW,24.0,SW,NW,13.0,9.0,42.0,65.0,1017.6,1015.2,6.6,7.4,No,No,-35.55,148.75,2010,5,16
1.7,8.4,0.0,W,20.0,SSW,NW,7.0,0.0,42.0,55.0,1017.6,1015.2,4.7,6.9,No,No,-35.55,148.75,2010,5,17
1.2,8.8,0.0,S,26.0,S,SSE,13.0,7.0,44.0,43.0,1017.6,1015.2,5.2,7.7,No,No,-35.55,148.75,2010,5,18
0.8,8.7,0.0,W,26.0,WSW,WNW,9.0,9.0,69.0,62.0,1017.6,1015.2,3.7,8.1,No,No,-35.55,148.75,2010,5,19
0.4,7.1,0.0,NW,19.0,W,NW,2.0,11.0,37.0,69.0,1017.6,1015.2,4.4,5.6,No,No,-35.55,148.75,2010,5,20
0.1,8.3,0.0,WSW,19.0,N,N,4.0,7.0,70.0,66.0,1017.6,1015.2,4.8,5.8,No,No,-35.55,148.75,2010,5,21
-1.5,5.0,0.0,ENE,30.0,W,E,6.0,2.0,86.0,79.0,1017.6,1015.2,1.6,3.2,No,No,-35.55,148.75,2010,5,22
-2.1,5.3,0.0,ENE,35.0,ENE,N,19.0,9.0,98.0,73.0,1017.6,1015.2,-0.2,4.2,No,No,-35.55,148.75,2010,5,23
-0.3,6.5,0.0,NNE,37.0,NNE,N,11.0,11.0,98.0,98.0,1017.6,1015.2,1.8,4.0,No,Yes,-35.55,148.75,2010,5,24
1.7,5.6,7.0,NNE,39.0,ENE,ENE,17.0,19.0,98.0,98.0,1017.6,1015.2,3.9,4.8,Yes,Yes,-35.55,148.75,2010,5,25
3.1,3.6,6.0,ESE,65.0,E,ESE,28.0,22.0,98.0,98.0,1017.6,1015.2,3.5,3.5,Yes,No,-35.55,148.75,2010,5,26
0.7,5.3,0.8,ENE,44.0,E,N,17.0,9.0,98.0,98.0,1017.6,1015.2,2.7,3.8,No,No,-35.55,148.75,2010,5,27
1.9,5.2,0.0,NE,41.0,NNE,N,19.0,15.0,98.0,98.0,1017.6,1015.2,3.1,4.3,No,Yes,-35.55,148.75,2010,5,28
1.2,4.6,21.4,NNW,56.0,NNE,N,19.0,17.0,98.0,98.0,1017.6,1015.2,3.3,2.8,Yes,Yes,-35.55,148.75,2010,5,29
0.0,4.7,26.8,E,87.0,SSW,SE,22.0,33.0,98.0,98.0,1017.6,1015.2,1.0,4.4,Yes,Yes,-35.55,148.75,2010,5,30
0.7,5.3,13.8,SE,72.0,ESE,SSE,28.0,20.0,98.0,87.0,1017.6,1015.2,2.1,3.6,Yes,No,-35.55,148.75,2010,5,31
-0.4,7.2,0.0,WSW,20.0,SSW,WNW,7.0,7.0,95.0,79.0,1017.6,1015.2,1.7,5.1,No,No,-35.55,148.75,2010,6,1
0.3,6.9,0.0,E,44.0,SSW,E,15.0,11.0,89.0,77.0,1017.6,1015.2,1.6,5.4,No,No,-35.55,148.75,2010,6,2
0.1,4.4,0.0,E,39.0,E,E,22.0,17.0,98.0,97.0,1017.6,1015.2,2.2,4.1,No,No,-35.55,148.75,2010,6,3
1.6,6.9,0.0,E,39.0,E,E,26.0,11.0,98.0,84.0,1017.6,1015.2,2.9,5.0,No,No,-35.55,148.75,2010,6,4
12.0,7.2,0.0,W,26.0,E,WSW,13.0,13.0,70.0,40.0,1017.6,1015.2,16.7,6.0,No,No,-35.55,148.75,2010,6,5
-2.1,3.3,0.0,SSE,46.0,SSE,SSW,28.0,13.0,97.0,77.0,1017.6,1015.2,0.3,2.7,No,No,-35.55,148.75,2010,6,6
-2.6,5.4,0.0,SSE,39.0,ESE,N,13.0,9.0,70.0,63.0,1017.6,1015.2,0.6,3.8,No,No,-35.55,148.75,2010,6,7
12.0,2.2,0.0,SSE,39.0,ESE,WNW,13.0,24.0,70.0,82.0,1017.6,1015.2,16.7,0.7,No,No,-35.55,148.75,2010,6,8
12.0,-2.7,0.0,WSW,48.0,ESE,W,13.0,20.0,97.0,97.0,1017.6,1015.2,-4.2,-2.9,No,Yes,-35.55,148.75,2010,6,9
-4.8,-1.0,4.4,W,44.0,SW,W,15.0,0.0,97.0,97.0,1017.6,1015.2,-4.3,-1.7,Yes,No,-35.55,148.75,2010,6,10
-4.3,0.4,0.0,SW,59.0,SW,SW,0.0,31.0,97.0,93.0,1017.6,1015.2,-2.3,-1.1,No,No,-35.55,148.75,2010,6,11
-5.1,2.1,0.0,WSW,43.0,E,E,6.0,2.0,84.0,59.0,1017.6,1015.2,-2.8,1.3,No,No,-35.55,148.75,2010,6,12
-3.9,3.6,0.0,W,24.0,SW,W,9.0,13.0,30.0,74.0,1017.6,1015.2,1.5,3.0,No,No,-35.55,148.75,2010,6,13
-1.7,7.0,0.0,N,28.0,WNW,WNW,9.0,11.0,31.0,58.0,1017.6,1015.2,2.6,3.5,No,No,-35.55,148.75,2010,6,14
-1.0,4.7,0.0,NW,39.0,WNW,W,15.0,22.0,97.0,63.0,1017.6,1015.2,1.1,3.4,No,No,-35.55,148.75,2010,6,15
-0.2,4.3,0.0,N,59.0,WNW,W,19.0,19.0,98.0,52.0,1017.6,1015.2,2.1,21.1,No,Yes,-35.55,148.75,2010,6,16
1.7,2.9,17.4,WSW,93.0,WNW,W,39.0,37.0,98.0,98.0,1017.6,1015.2,1.9,0.7,Yes,Yes,-35.55,148.75,2010,6,17
-3.1,0.6,16.4,WSW,57.0,W,WSW,22.0,17.0,98.0,98.0,1017.6,1015.2,-2.2,-0.3,Yes,No,-35.55,148.75,2010,6,18
-3.1,2.1,0.4,W,65.0,W,WSW,30.0,33.0,98.0,98.0,1017.6,1015.2,0.5,0.2,No,No,-35.55,148.75,2010,6,19
-1.4,4.9,0.0,SW,52.0,SW,SSW,30.0,15.0,98.0,88.0,1017.6,1015.2,0.1,2.6,No,No,-35.55,148.75,2010,6,20
0.1,5.8,0.0,NW,20.0,NE,NW,11.0,13.0,98.0,71.0,1017.6,1015.2,0.9,5.2,No,No,-35.55,148.75,2010,6,21
-0.5,4.8,0.0,NW,39.0,ENE,ENE,24.0,20.0,97.0,97.0,1017.6,1015.2,0.9,2.1,No,No,-35.55,148.75,2010,6,22
-0.4,3.0,0.0,E,56.0,ENE,NE,13.0,11.0,70.0,97.0,1017.6,1015.2,16.7,2.9,No,Yes,-35.55,148.75,2010,6,23
-0.1,4.7,5.2,NNE,44.0,NE,NNW,15.0,11.0,97.0,73.0,1017.6,1015.2,1.5,4.3,Yes,Yes,-35.55,148.75,2010,6,24
0.8,4.7,1.4,NW,54.0,NW,NW,24.0,24.0,95.0,94.0,1017.6,1015.2,3.7,4.5,Yes,Yes,-35.55,148.75,2010,6,25
0.6,3.5,28.2,WNW,57.0,WSW,SW,22.0,19.0,84.0,69.0,1017.6,1015.2,0.6,0.9,Yes,No,-35.55,148.75,2010,6,26
-5.2,1.0,0.0,SSE,30.0,SE,W,15.0,9.0,36.0,35.0,1017.6,1015.2,-3.2,0.7,No,No,-35.55,148.75,2010,6,27
-5.7,1.1,0.0,SSE,39.0,W,W,17.0,17.0,84.0,59.0,1017.6,1015.2,-4.1,0.3,No,No,-35.55,148.75,2010,6,28
-8.0,2.1,0.0,SW,46.0,W,WSW,13.0,11.0,70.0,56.0,1017.6,1015.2,16.7,1.2,No,No,-35.55,148.75,2010,6,29
-7.0,-1.7,0.0,SW,39.0,W,W,26.0,24.0,87.0,88.0,1017.6,1015.2,-3.4,-1.8,No,No,-35.55,148.75,2010,6,30
12.0,0.0,0.0,W,39.0,W,WSW,13.0,19.0,70.0,85.0,1017.6,1015.2,16.7,-1.5,No,No,-35.55,148.75,2010,7,1
-5.3,0.5,0.0,WNW,28.0,WSW,WNW,17.0,9.0,72.0,87.0,1017.6,1015.2,-3.1,-1.4,No,Yes,-35.55,148.75,2010,7,2
-4.9,1.3,4.4,WNW,39.0,WNW,SSW,17.0,17.0,82.0,53.0,1017.6,1015.2,-3.6,0.9,Yes,Yes,-35.55,148.75,2010,7,3
-3.7,4.2,4.4,WNW,39.0,WNW,SSW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,Yes,Yes,-35.55,148.75,2010,7,4
-2.5,5.1,4.4,NE,41.0,WNW,NNW,13.0,9.0,39.0,60.0,1017.6,1015.2,0.7,3.3,Yes,Yes,-35.55,148.75,2010,7,5
-1.0,1.6,11.8,NNE,33.0,WNW,ESE,0.0,4.0,97.0,94.0,1017.6,1015.2,-0.4,0.6,Yes,Yes,-35.55,148.75,2010,7,6
-1.8,5.9,1.2,NNE,39.0,ESE,ESE,7.0,4.0,35.0,48.0,1017.6,1015.2,1.0,3.5,Yes,Yes,-35.55,148.75,2010,7,7
12.0,2.7,1.2,NNE,39.0,ESE,E,13.0,11.0,70.0,71.0,1017.6,1015.2,16.7,1.8,Yes,Yes,-35.55,148.75,2010,7,8
12.0,3.8,1.2,ENE,41.0,ESE,ENE,13.0,13.0,70.0,85.0,1017.6,1015.2,16.7,2.2,Yes,No,-35.55,148.75,2010,7,9
-0.1,3.8,0.2,NW,78.0,NNE,NNW,24.0,24.0,98.0,98.0,1017.6,1015.2,0.1,2.3,No,Yes,-35.55,148.75,2010,7,10
0.1,3.8,8.2,NW,39.0,WNW,W,30.0,20.0,98.0,98.0,1017.6,1015.2,3.6,1.7,Yes,Yes,-35.55,148.75,2010,7,11
12.0,5.1,8.2,NNE,39.0,WNW,ENE,13.0,15.0,70.0,67.0,1017.6,1015.2,16.7,3.0,Yes,No,-35.55,148.75,2010,7,12
0.0,6.6,0.0,NNE,39.0,NW,NW,30.0,43.0,98.0,98.0,1017.6,1015.2,3.5,5.8,No,No,-35.55,148.75,2010,7,13
-2.0,-1.4,0.0,NNW,91.0,NW,W,13.0,28.0,97.0,97.0,1017.6,1015.2,-2.0,-2.0,No,Yes,-35.55,148.75,2010,7,14
-4.3,0.3,23.2,WSW,46.0,SW,W,15.0,19.0,88.0,91.0,1017.6,1015.2,-3.7,-2.2,Yes,Yes,-35.55,148.75,2010,7,15
-4.5,2.8,1.6,WSW,39.0,S,W,7.0,19.0,42.0,52.0,1017.6,1015.2,0.2,21.1,Yes,Yes,-35.55,148.75,2010,7,16
12.0,2.4,1.6,WNW,33.0,S,W,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,Yes,No,-35.55,148.75,2010,7,17
-3.3,22.6,0.0,WNW,39.0,W,WNW,28.0,24.0,60.0,67.0,1017.6,1015.2,-1.1,0.6,No,No,-35.55,148.75,2010,7,18
12.0,22.6,0.0,WNW,39.0,W,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,7,19
12.0,22.6,0.0,WNW,39.0,W,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-35.55,148.75,2010,7,20
12.0,2.9,0.0,S,26.0,W,SSW,13.0,13.0,70.0,30.0,1017.6,1015.2,16.7,2.5,No,No,-35.55,148.75,2010,7,21
-4.6,3.0,0.0,SE,35.0,ESE,SSE,7.0,11.0,54.0,62.0,1017.6,1015.2,0.0,1.8,No,No,-35.55,148.75,2010,7,22
-2.0,6.5,0.0,SE,39.0,E,SSE,26.0,19.0,98.0,52.0,1017.6,1015.2,0.0,21.1,No,No,-35.55,148.75,2010,7,23
-0.5,5.9,0.0,SE,39.0,E,WNW,13.0,13.0,70.0,71.0,1017.6,1015.2,16.7,2.9,No,No,-35.55,148.75,2010,7,24
-1.6,6.0,0.0,SW,20.0,E,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,Yes,-35.55,148.75,2010,7,25
-2.1,5.2,1.4,SSW,24.0,SSW,WNW,17.0,19.0,52.0,52.0,1017.6,1015.2,0.5,21.1,Yes,No,-35.55,148.75,2010,7,26
-1.8,6.6,0.0,SSW,39.0,W,NNW,13.0,2.0,64.0,58.0,1017.6,1015.2,0.7,6.2,No,No,-35.55,148.75,2010,7,27
-0.4,3.0,0.0,ENE,44.0,W,NNW,13.0,19.0,98.0,52.0,1017.6,1015.2,0.6,21.1,No,Yes,-35.55,148.75,2010,7,28
0.4,3.1,13.4,W,43.0,WNW,W,17.0,24.0,98.0,98.0,1017.6,1015.2,2.7,2.0,Yes,Yes,-35.55,148.75,2010,7,29
0.6,4.0,3.6,W,39.0,W,WNW,20.0,31.0,98.0,98.0,1017.6,1015.2,2.7,3.4,Yes,Yes,-35.55,148.75,2010,7,30
1.2,3.4,3.6,W,39.0,W,W,13.0,33.0,70.0,98.0,1017.6,1015.2,16.7,1.1,Yes,Yes,-35.55,148.75,2010,7,31
-1.9,0.1,3.6,NW,63.0,W,W,13.0,0.0,70.0,98.0,1017.6,1015.2,16.7,-2.0,Yes,Yes,-35.55,148.75,2010,8,1
-4.4,0.1,28.6,NW,39.0,W,W,0.0,19.0,91.0,94.0,1017.6,1015.2,-3.6,-1.5,Yes,Yes,-35.55,148.75,2010,8,2
-3.7,3.2,4.8,NW,39.0,W,W,13.0,19.0,96.0,65.0,1017.6,1015.2,0.0,2.9,Yes,No,-35.55,148.75,2010,8,3
-3.8,-0.8,0.0,NW,39.0,W,W,13.0,19.0,88.0,77.0,1017.6,1015.2,-2.8,-1.4,No,No,-35.55,148.75,2010,8,4
-5.2,-2.0,0.0,NW,39.0,W,W,13.0,19.0,84.0,84.0,1017.6,1015.2,-4.3,-2.3,No,No,-35.55,148.75,2010,8,5
-5.4,2.2,0.8,NW,39.0,W,W,13.0,19.0,82.0,35.0,1017.6,1015.2,-4.8,1.1,No,No,-35.55,148.75,2010,8,6
-5.5,3.6,0.8,NW,39.0,W,W,13.0,19.0,70.0,47.0,1017.6,1015.2,16.7,2.3,No,No,-35.55,148.75,2010,8,7
-4.0,4.5,0.0,NW,39.0,W,W,13.0,19.0,11.0,49.0,1017.6,1015.2,0.9,3.9,No,No,-35.55,148.75,2010,8,8
-2.7,22.6,0.0,NW,39.0,W,W,13.0,19.0,75.0,52.0,1017.6,1015.2,0.4,21.1,No,No,-35.55,148.75,2010,8,9
12.0,4.3,0.0,NW,39.0,W,W,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,Yes,-35.55,148.75,2010,8,10
-2.2,-1.3,32.2,NW,39.0,W,W,13.0,19.0,98.0,97.0,1017.6,1015.2,-2.1,-2.0,Yes,Yes,-35.55,148.75,2010,8,11
-3.5,-0.4,19.4,NW,39.0,W,W,13.0,19.0,96.0,97.0,1017.6,1015.2,-2.4,-1.0,Yes,Yes,-35.55,148.75,2010,8,12
12.0,6.6,19.4,NW,39.0,W,W,13.0,19.0,96.0,54.0,1017.6,1015.2,-0.4,5.8,Yes,No,-35.55,148.75,2010,8,13
-0.5,2.7,0.0,NW,39.0,W,W,13.0,19.0,42.0,91.0,1017.6,1015.2,2.5,0.3,No,Yes,-35.55,148.75,2010,8,14
-0.5,1.7,5.8,NW,39.0,W,W,13.0,19.0,98.0,98.0,1017.6,1015.2,0.1,0.0,Yes,Yes,-35.55,148.75,2010,8,15
-2.8,-0.9,12.2,WNW,63.0,W,W,13.0,31.0,98.0,98.0,1017.6,1015.2,-2.4,-1.1,Yes,Yes,-35.55,148.75,2010,8,16
-6.1,3.8,4.6,SW,44.0,SW,W,22.0,9.0,73.0,56.0,1017.6,1015.2,-3.3,3.1,Yes,No,-35.55,148.75,2010,8,17
-3.4,3.5,0.0,NW,81.0,NNW,NNW,30.0,33.0,59.0,98.0,1017.6,1015.2,0.1,-0.3,No,Yes,-35.55,148.75,2010,8,18
-0.7,2.1,28.4,NW,39.0,WNW,W,35.0,44.0,98.0,98.0,1017.6,1015.2,2.0,0.1,Yes,Yes,-35.55,148.75,2010,8,19
-6.0,-2.1,28.4,W,76.0,WNW,W,13.0,35.0,70.0,91.0,1017.6,1015.2,16.7,-3.1,Yes,Yes,-35.55,148.75,2010,8,20
-4.6,-1.5,1.8,WSW,63.0,WSW,W,24.0,19.0,95.0,97.0,1017.6,1015.2,-3.2,-2.2,Yes,No,-35.55,148.75,2010,8,21
-4.1,3.6,0.2,WSW,37.0,SW,NW,22.0,9.0,95.0,69.0,1017.6,1015.2,-2.4,3.2,No,No,-35.55,148.75,2010,8,22
-2.5,4.0,0.0,NW,37.0,N,NW,7.0,11.0,95.0,90.0,1017.6,1015.2,-1.3,1.0,No,Yes,-35.55,148.75,2010,8,23
-1.6,-0.6,1.4,W,46.0,W,W,13.0,20.0,97.0,95.0,1017.6,1015.2,-1.1,-1.6,Yes,Yes,-35.55,148.75,2010,8,24
-7.1,-3.1,8.6,W,46.0,W,WNW,19.0,20.0,90.0,93.0,1017.6,1015.2,-5.5,-3.7,Yes,Yes,-35.55,148.75,2010,8,25
-5.8,-1.3,20.4,W,37.0,W,WNW,17.0,19.0,92.0,95.0,1017.6,1015.2,-4.0,-1.9,Yes,Yes,-35.55,148.75,2010,8,26
-4.0,22.6,20.6,W,39.0,W,WNW,13.0,19.0,95.0,92.0,1017.6,1015.2,-1.3,-1.3,Yes,Yes,-35.55,148.75,2010,8,27
12.0,4.9,20.6,W,39.0,W,WNW,13.0,19.0,70.0,69.0,1017.6,1015.2,16.7,4.7,Yes,Yes,-35.55,148.75,2010,8,28
-2.7,5.2,20.6,W,39.0,N,WNW,26.0,19.0,66.0,52.0,1017.6,1015.2,1.4,21.1,Yes,No,-35.55,148.75,2010,8,29
-3.8,6.1,0.0,W,39.0,N,WNW,13.0,19.0,54.0,52.0,1017.6,1015.2,0.4,21.1,No,No,-35.55,148.75,2010,8,30
-0.9,6.0,0.0,WNW,50.0,WNW,WNW,20.0,17.0,27.0,42.0,1017.6,1015.2,3.2,4.7,No,No,-35.55,148.75,2010,8,31
-0.3,5.8,0.0,WSW,81.0,WNW,W,39.0,39.0,89.0,75.0,1017.6,1015.2,3.2,4.5,No,No,-35.55,148.75,2010,9,1
1.9,5.9,0.2,WSW,39.0,WSW,W,20.0,19.0,78.0,52.0,1017.6,1015.2,3.9,21.1,No,No,-35.55,148.75,2010,9,2
12.0,7.1,0.2,NNE,44.0,WSW,ENE,13.0,22.0,70.0,98.0,1017.6,1015.2,16.7,1.7,No,Yes,-35.55,148.75,2010,9,3
-0.5,7.8,24.6,NW,109.0,N,NNW,35.0,43.0,98.0,98.0,1017.6,1015.2,7.1,7.2,Yes,Yes,-35.55,148.75,2010,9,4
-0.3,1.1,68.6,NW,89.0,W,WNW,26.0,31.0,98.0,97.0,1017.6,1015.2,-0.3,0.3,Yes,Yes,-35.55,148.75,2010,9,5
-2.1,0.4,2.2,WSW,46.0,W,W,20.0,20.0,91.0,87.0,1017.6,1015.2,-0.8,0.1,Yes,Yes,-35.55,148.75,2010,9,6
-4.2,3.2,4.4,WNW,30.0,WNW,ESE,6.0,2.0,78.0,49.0,1017.6,1015.2,-1.9,1.2,Yes,No,-35.55,148.75,2010,9,7
-3.7,6.2,0.0,WNW,39.0,N,ESE,4.0,19.0,54.0,52.0,1017.6,1015.2,1.1,21.1,No,No,-35.55,148.75,2010,9,8
-0.4,7.8,0.0,NW,46.0,N,NNW,13.0,13.0,70.0,60.0,1017.6,1015.2,16.7,5.4,No,Yes,-35.55,148.75,2010,9,9
1.0,5.3,13.0,WNW,69.0,W,WSW,24.0,30.0,63.0,78.0,1017.6,1015.2,3.4,-1.1,Yes,Yes,-35.55,148.75,2010,9,10
-3.4,6.8,8.2,WNW,39.0,SW,W,22.0,17.0,46.0,24.0,1017.6,1015.2,-1.2,6.1,Yes,Yes,-35.55,148.75,2010,9,11
-1.3,8.2,8.2,W,44.0,SW,NW,13.0,17.0,70.0,41.0,1017.6,1015.2,16.7,7.5,Yes,Yes,-35.55,148.75,2010,9,12
0.5,7.9,1.8,W,39.0,WSW,W,30.0,17.0,77.0,44.0,1017.6,1015.2,1.7,7.4,Yes,Yes,-35.55,148.75,2010,9,13
0.3,4.8,1.8,W,39.0,WSW,NE,13.0,11.0,70.0,81.0,1017.6,1015.2,16.7,3.3,Yes,Yes,-35.55,148.75,2010,9,14
0.5,6.9,1.8,W,67.0,WSW,WSW,13.0,28.0,70.0,43.0,1017.6,1015.2,16.7,4.7,Yes,No,-35.55,148.75,2010,9,15
